"Step","run1_v1_b1_200 - loss","run1_v1_b1_200 - loss__MIN","run1_v1_b1_200 - loss__MAX"
"1236","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1237","0.69140625","0.69140625","0.69140625"
"1238","0.000006139278411865234","0.000006139278411865234","0.000006139278411865234"
"1239","0.000335693359375","0.000335693359375","0.000335693359375"
"1240","8","8","8"
"1241","0.000335693359375","0.000335693359375","0.000335693359375"
"1242","0.000335693359375","0.000335693359375","0.000335693359375"
"1243","0.0181884765625","0.0181884765625","0.0181884765625"
"1244","0.0181884765625","0.0181884765625","0.0181884765625"
"1245","8","8","8"
"1246","0.69140625","0.69140625","0.69140625"
"1247","0.69140625","0.69140625","0.69140625"
"1248","0.0181884765625","0.0181884765625","0.0181884765625"
"1250","16","16","16"
"1251","0.69140625","0.69140625","0.69140625"
"1252","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1253","0.69140625","0.69140625","0.69140625"
"1254","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1255","16","16","16"
"1256","0.69140625","0.69140625","0.69140625"
"1257","0.69140625","0.69140625","0.69140625"
"1258","0.0181884765625","0.0181884765625","0.0181884765625"
"1259","1.601387637598654e-28","1.601387637598654e-28","1.601387637598654e-28"
"1260","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1261","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1262","16","16","16"
"1263","0.000006139278411865234","0.000006139278411865234","0.000006139278411865234"
"1264","0.000335693359375","0.000335693359375","0.000335693359375"
"1265","0.0181884765625","0.0181884765625","0.0181884765625"
"1266","8","8","8"
"1267","0.69140625","0.69140625","0.69140625"
"1268","0.000335693359375","0.000335693359375","0.000335693359375"
"1269","8","8","8"
"1270","8","8","8"
"1271","0.000335693359375","0.000335693359375","0.000335693359375"
"1272","0.69140625","0.69140625","0.69140625"
"1273","0.69140625","0.69140625","0.69140625"
"1274","0.000335693359375","0.000335693359375","0.000335693359375"
"1276","0.000335693359375","0.000335693359375","0.000335693359375"
"1277","0.000335693359375","0.000335693359375","0.000335693359375"
"1278","0.69140625","0.69140625","0.69140625"
"1279","0.000335693359375","0.000335693359375","0.000335693359375"
"1280","0.0181884765625","0.0181884765625","0.0181884765625"
"1281","8","8","8"
"1282","0.69140625","0.69140625","0.69140625"
"1283","4.03125","4.03125","4.03125"
"1284","2.125","2.125","2.125"
"1285","0.69140625","0.69140625","0.69140625"
"1286","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1287","0.69140625","0.69140625","0.69140625"
"1288","0.69140625","0.69140625","0.69140625"
"1289","16","16","16"
"1290","0.000335693359375","0.000335693359375","0.000335693359375"
"1291","0.69140625","0.69140625","0.69140625"
"1292","0.69140625","0.69140625","0.69140625"
"1293","16","16","16"
"1294","16","16","16"
"1295","0.69140625","0.69140625","0.69140625"
"1296","1.2656542480726785e-14","1.2656542480726785e-14","1.2656542480726785e-14"
"1297","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1298","0.69140625","0.69140625","0.69140625"
"1299","0.000335693359375","0.000335693359375","0.000335693359375"
"1300","4.03125","4.03125","4.03125"
"1301","0.69140625","0.69140625","0.69140625"
"1302","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1303","0.69140625","0.69140625","0.69140625"
"1304","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1305","0.000335693359375","0.000335693359375","0.000335693359375"
"1306","0.69140625","0.69140625","0.69140625"
"1307","0.69140625","0.69140625","0.69140625"
"1308","0.000335693359375","0.000335693359375","0.000335693359375"
"1309","8","8","8"
"1310","0.69140625","0.69140625","0.69140625"
"1311","0.69140625","0.69140625","0.69140625"
"1312","8","8","8"
"1313","0.69140625","0.69140625","0.69140625"
"1314","0.69140625","0.69140625","0.69140625"
"1315","0.000335693359375","0.000335693359375","0.000335693359375"
"1316","0.69140625","0.69140625","0.69140625"
"1317","4.03125","4.03125","4.03125"
"1318","0.000335693359375","0.000335693359375","0.000335693359375"
"1319","0.000335693359375","0.000335693359375","0.000335693359375"
"1320","0.69140625","0.69140625","0.69140625"
"1321","0.69140625","0.69140625","0.69140625"
"1322","8","8","8"
"1323","4.03125","4.03125","4.03125"
"1324","0.000335693359375","0.000335693359375","0.000335693359375"
"1325","1.2656542480726785e-14","1.2656542480726785e-14","1.2656542480726785e-14"
"1326","0.69140625","0.69140625","0.69140625"
"1327","0.69140625","0.69140625","0.69140625"
"1328","0.000335693359375","0.000335693359375","0.000335693359375"
"1329","0.69140625","0.69140625","0.69140625"
"1330","0.69140625","0.69140625","0.69140625"
"1331","0.000335693359375","0.000335693359375","0.000335693359375"
"1332","0.000335693359375","0.000335693359375","0.000335693359375"
"1333","1.2656542480726785e-14","1.2656542480726785e-14","1.2656542480726785e-14"
"1334","0.69140625","0.69140625","0.69140625"
"1337","0.000335693359375","0.000335693359375","0.000335693359375"
"1338","1.2656542480726785e-14","1.2656542480726785e-14","1.2656542480726785e-14"
"1339","0.69140625","0.69140625","0.69140625"
"1340","0.000335693359375","0.000335693359375","0.000335693359375"
"1341","0.69140625","0.69140625","0.69140625"
"1342","0.69140625","0.69140625","0.69140625"
"1343","0.69140625","0.69140625","0.69140625"
"1344","0.69140625","0.69140625","0.69140625"
"1346","4.03125","4.03125","4.03125"
"1348","0.69140625","0.69140625","0.69140625"
"1349","0.0181884765625","0.0181884765625","0.0181884765625"
"1350","0.0181884765625","0.0181884765625","0.0181884765625"
"1351","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1352","4.03125","4.03125","4.03125"
"1353","8","8","8"
"1354","0.000006139278411865234","0.000006139278411865234","0.000006139278411865234"
"1356","0.69140625","0.69140625","0.69140625"
"1357","3.774403012357652e-11","3.774403012357652e-11","3.774403012357652e-11"
"1358","0.0181884765625","0.0181884765625","0.0181884765625"
"1359","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1360","4.03125","4.03125","4.03125"
"1361","0.69140625","0.69140625","0.69140625"
"1362","16","16","16"
"1363","0.000335693359375","0.000335693359375","0.000335693359375"
"1364","0.000335693359375","0.000335693359375","0.000335693359375"
"1365","0.69140625","0.69140625","0.69140625"
"1366","0.69140625","0.69140625","0.69140625"
"1367","16","16","16"
"1368","0.69140625","0.69140625","0.69140625"
"1369","0.69140625","0.69140625","0.69140625"
"1370","0.000335693359375","0.000335693359375","0.000335693359375"
"1371","0.69140625","0.69140625","0.69140625"
"1372","16","16","16"
"1373","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1375","16","16","16"
"1376","0.69140625","0.69140625","0.69140625"
"1377","0.69140625","0.69140625","0.69140625"
"1378","8","8","8"
"1379","0.0181884765625","0.0181884765625","0.0181884765625"
"1380","0.69140625","0.69140625","0.69140625"
"1381","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1382","0.69140625","0.69140625","0.69140625"
"1383","0.69140625","0.69140625","0.69140625"
"1384","0.000335693359375","0.000335693359375","0.000335693359375"
"1385","12","12","12"
"1386","0.000335693359375","0.000335693359375","0.000335693359375"
"1388","0.69140625","0.69140625","0.69140625"
"1389","0.69140625","0.69140625","0.69140625"
"1390","0.69140625","0.69140625","0.69140625"
"1391","0.69140625","0.69140625","0.69140625"
"1392","0.69140625","0.69140625","0.69140625"
"1393","0.69140625","0.69140625","0.69140625"
"1394","0.0181884765625","0.0181884765625","0.0181884765625"
"1395","3.774403012357652e-11","3.774403012357652e-11","3.774403012357652e-11"
"1396","0.69140625","0.69140625","0.69140625"
"1397","0.69140625","0.69140625","0.69140625"
"1398","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1399","0.000335693359375","0.000335693359375","0.000335693359375"
"1400","0.0181884765625","0.0181884765625","0.0181884765625"
"1401","0.000335693359375","0.000335693359375","0.000335693359375"
"1402","0.0181884765625","0.0181884765625","0.0181884765625"
"1403","0.0181884765625","0.0181884765625","0.0181884765625"
"1404","0.000335693359375","0.000335693359375","0.000335693359375"
"1405","0.000335693359375","0.000335693359375","0.000335693359375"
"1406","8","8","8"
"1407","0.69140625","0.69140625","0.69140625"
"1408","4.03125","4.03125","4.03125"
"1409","0.69140625","0.69140625","0.69140625"
"1410","8","8","8"
"1412","0.69140625","0.69140625","0.69140625"
"1413","16","16","16"
"1414","0.69140625","0.69140625","0.69140625"
"1415","1.2656542480726785e-14","1.2656542480726785e-14","1.2656542480726785e-14"
"1416","0.69140625","0.69140625","0.69140625"
"1417","0.0181884765625","0.0181884765625","0.0181884765625"
"1418","16","16","16"
"1419","8","8","8"
"1420","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1421","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1422","0.0181884765625","0.0181884765625","0.0181884765625"
"1423","0.69140625","0.69140625","0.69140625"
"1424","4.03125","4.03125","4.03125"
"1425","0.69140625","0.69140625","0.69140625"
"1426","0.69140625","0.69140625","0.69140625"
"1427","0.000335693359375","0.000335693359375","0.000335693359375"
"1428","0.000335693359375","0.000335693359375","0.000335693359375"
"1429","0.69140625","0.69140625","0.69140625"
"1430","0.69140625","0.69140625","0.69140625"
"1431","0.000335693359375","0.000335693359375","0.000335693359375"
"1432","0.000335693359375","0.000335693359375","0.000335693359375"
"1433","0.69140625","0.69140625","0.69140625"
"1434","8","8","8"
"1435","2.125","2.125","2.125"
"1436","0.69140625","0.69140625","0.69140625"
"1437","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1438","6","6","6"
"1440","0.000335693359375","0.000335693359375","0.000335693359375"
"1441","0.69140625","0.69140625","0.69140625"
"1442","0.69140625","0.69140625","0.69140625"
"1443","0.69140625","0.69140625","0.69140625"
"1444","8","8","8"
"1445","8","8","8"
"1446","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1447","0.69140625","0.69140625","0.69140625"
"1448","0.000335693359375","0.000335693359375","0.000335693359375"
"1449","4.03125","4.03125","4.03125"
"1450","0.69140625","0.69140625","0.69140625"
"1451","8","8","8"
"1452","4.03125","4.03125","4.03125"
"1453","8","8","8"
"1454","0.000335693359375","0.000335693359375","0.000335693359375"
"1455","0.69140625","0.69140625","0.69140625"
"1456","0.000335693359375","0.000335693359375","0.000335693359375"
"1457","0.000335693359375","0.000335693359375","0.000335693359375"
"1458","0.69140625","0.69140625","0.69140625"
"1459","0.69140625","0.69140625","0.69140625"
"1460","16","16","16"
"1461","4.03125","4.03125","4.03125"
"1464","0.69140625","0.69140625","0.69140625"
"1465","0.000006139278411865234","0.000006139278411865234","0.000006139278411865234"
"1466","0.69140625","0.69140625","0.69140625"
"1467","0.69140625","0.69140625","0.69140625"
"1468","0.69140625","0.69140625","0.69140625"
"1470","4.03125","4.03125","4.03125"
"1471","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1472","0.69140625","0.69140625","0.69140625"
"1473","0.69140625","0.69140625","0.69140625"
"1474","0.69140625","0.69140625","0.69140625"
"1475","2.125","2.125","2.125"
"1476","8","8","8"
"1477","8","8","8"
"1479","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1480","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1481","0.69140625","0.69140625","0.69140625"
"1482","16","16","16"
"1483","0.69140625","0.69140625","0.69140625"
"1484","1.2656542480726785e-14","1.2656542480726785e-14","1.2656542480726785e-14"
"1485","8","8","8"
"1486","0.000335693359375","0.000335693359375","0.000335693359375"
"1487","0.000006139278411865234","0.000006139278411865234","0.000006139278411865234"
"1488","0.69140625","0.69140625","0.69140625"
"1489","0.69140625","0.69140625","0.69140625"
"1490","0.69140625","0.69140625","0.69140625"
"1491","4.03125","4.03125","4.03125"
"1492","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1493","16","16","16"
"1494","0.000335693359375","0.000335693359375","0.000335693359375"
"1495","0.000335693359375","0.000335693359375","0.000335693359375"
"1496","8","8","8"
"1497","0.000335693359375","0.000335693359375","0.000335693359375"
"1498","0.69140625","0.69140625","0.69140625"
"1499","4.03125","4.03125","4.03125"
"1500","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1501","0.000335693359375","0.000335693359375","0.000335693359375"
"1502","1.2656542480726785e-14","1.2656542480726785e-14","1.2656542480726785e-14"
"1503","0.000335693359375","0.000335693359375","0.000335693359375"
"1504","0.69140625","0.69140625","0.69140625"
"1505","0.0181884765625","0.0181884765625","0.0181884765625"
"1507","16","16","16"
"1508","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1509","0.69140625","0.69140625","0.69140625"
"1510","0.69140625","0.69140625","0.69140625"
"1511","0.69140625","0.69140625","0.69140625"
"1512","8","8","8"
"1514","0.69140625","0.69140625","0.69140625"
"1516","0.000335693359375","0.000335693359375","0.000335693359375"
"1517","8","8","8"
"1518","0.000335693359375","0.000335693359375","0.000335693359375"
"1519","0.69140625","0.69140625","0.69140625"
"1520","0.69140625","0.69140625","0.69140625"
"1521","0.000335693359375","0.000335693359375","0.000335693359375"
"1522","0.69140625","0.69140625","0.69140625"
"1523","0.000335693359375","0.000335693359375","0.000335693359375"
"1524","0.000006139278411865234","0.000006139278411865234","0.000006139278411865234"
"1525","0.69140625","0.69140625","0.69140625"
"1526","0.69140625","0.69140625","0.69140625"
"1527","8","8","8"
"1528","16","16","16"
"1529","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1531","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1532","0.000335693359375","0.000335693359375","0.000335693359375"
"1533","8","8","8"
"1534","0.69140625","0.69140625","0.69140625"
"1535","0.69140625","0.69140625","0.69140625"
"1536","0.000335693359375","0.000335693359375","0.000335693359375"
"1537","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1539","8","8","8"
"1540","0.69140625","0.69140625","0.69140625"
"1541","16","16","16"
"1542","0.000335693359375","0.000335693359375","0.000335693359375"
"1543","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1544","0.000335693359375","0.000335693359375","0.000335693359375"
"1545","12","12","12"
"1546","0.69140625","0.69140625","0.69140625"
"1547","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1548","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1549","0.000335693359375","0.000335693359375","0.000335693359375"
"1550","0.000335693359375","0.000335693359375","0.000335693359375"
"1551","8.307397365570068e-7","8.307397365570068e-7","8.307397365570068e-7"
"1552","0.69140625","0.69140625","0.69140625"
"1553","0.69140625","0.69140625","0.69140625"
"1554","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1555","0.69140625","0.69140625","0.69140625"
"1556","8","8","8"
"1557","16","16","16"
"1558","8","8","8"
"1559","0.69140625","0.69140625","0.69140625"
"1560","32","32","32"
"1561","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1562","0.000335693359375","0.000335693359375","0.000335693359375"
"1563","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1564","0.69140625","0.69140625","0.69140625"
"1565","0.0181884765625","0.0181884765625","0.0181884765625"
"1566","0.69140625","0.69140625","0.69140625"
"1567","0.69140625","0.69140625","0.69140625"
"1568","0.69140625","0.69140625","0.69140625"
"1569","0.0181884765625","0.0181884765625","0.0181884765625"
"1570","0.0181884765625","0.0181884765625","0.0181884765625"
"1572","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1573","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1574","8","8","8"
"1575","8","8","8"
"1576","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1577","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1578","0.000335693359375","0.000335693359375","0.000335693359375"
"1580","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1582","0.69140625","0.69140625","0.69140625"
"1583","0.69140625","0.69140625","0.69140625"
"1584","0.000335693359375","0.000335693359375","0.000335693359375"
"1585","0.0181884765625","0.0181884765625","0.0181884765625"
"1586","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1587","0.69140625","0.69140625","0.69140625"
"1588","0.69140625","0.69140625","0.69140625"
"1589","0.000335693359375","0.000335693359375","0.000335693359375"
"1591","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1592","4.03125","4.03125","4.03125"
"1594","8","8","8"
"1595","0.69140625","0.69140625","0.69140625"
"1596","0.69140625","0.69140625","0.69140625"
"1598","0.69140625","0.69140625","0.69140625"
"1599","0.000335693359375","0.000335693359375","0.000335693359375"
"1600","0.69140625","0.69140625","0.69140625"
"1601","8","8","8"
"1602","0.000335693359375","0.000335693359375","0.000335693359375"
"1603","0.69140625","0.69140625","0.69140625"
"1604","8","8","8"
"1605","0.69140625","0.69140625","0.69140625"
"1606","0.000335693359375","0.000335693359375","0.000335693359375"
"1607","1.2656542480726785e-14","1.2656542480726785e-14","1.2656542480726785e-14"
"1608","0.69140625","0.69140625","0.69140625"
"1609","0.69140625","0.69140625","0.69140625"
"1610","0.000006139278411865234","0.000006139278411865234","0.000006139278411865234"
"1611","16","16","16"
"1612","0.69140625","0.69140625","0.69140625"
"1613","8","8","8"
"1614","8","8","8"
"1615","8","8","8"
"1616","0.69140625","0.69140625","0.69140625"
"1617","0.0181884765625","0.0181884765625","0.0181884765625"
"1618","0.69140625","0.69140625","0.69140625"
"1619","0.000335693359375","0.000335693359375","0.000335693359375"
"1620","0.69140625","0.69140625","0.69140625"
"1621","0.69140625","0.69140625","0.69140625"
"1622","0.69140625","0.69140625","0.69140625"
"1623","0.000335693359375","0.000335693359375","0.000335693359375"
"1624","0.000335693359375","0.000335693359375","0.000335693359375"
"1626","0.69140625","0.69140625","0.69140625"
"1627","0.69140625","0.69140625","0.69140625"
"1628","8","8","8"
"1629","4.03125","4.03125","4.03125"
"1630","0.000335693359375","0.000335693359375","0.000335693359375"
"1631","0.69140625","0.69140625","0.69140625"
"1632","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1633","8","8","8"
"1634","0.69140625","0.69140625","0.69140625"
"1635","16","16","16"
"1636","0.69140625","0.69140625","0.69140625"
"1637","0.000335693359375","0.000335693359375","0.000335693359375"
"1638","0.69140625","0.69140625","0.69140625"
"1639","16","16","16"
"1640","0.69140625","0.69140625","0.69140625"
"1641","0.000335693359375","0.000335693359375","0.000335693359375"
"1642","0.69140625","0.69140625","0.69140625"
"1643","0.69140625","0.69140625","0.69140625"
"1644","8","8","8"
"1645","8","8","8"
"1646","0.69140625","0.69140625","0.69140625"
"1647","0.0181884765625","0.0181884765625","0.0181884765625"
"1648","6.927791673660977e-13","6.927791673660977e-13","6.927791673660977e-13"
"1649","8","8","8"
"1650","4.03125","4.03125","4.03125"
"1651","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1652","8","8","8"
"1653","0.69140625","0.69140625","0.69140625"
"1654","0.69140625","0.69140625","0.69140625"
"1655","0.000335693359375","0.000335693359375","0.000335693359375"
"1656","0.69140625","0.69140625","0.69140625"
"1657","0.000335693359375","0.000335693359375","0.000335693359375"
"1658","0.69140625","0.69140625","0.69140625"
"1659","0.69140625","0.69140625","0.69140625"
"1660","8","8","8"
"1661","0.000335693359375","0.000335693359375","0.000335693359375"
"1662","8","8","8"
"1663","0.69140625","0.69140625","0.69140625"
"1664","0.0181884765625","0.0181884765625","0.0181884765625"
"1665","8","8","8"
"1666","0.000335693359375","0.000335693359375","0.000335693359375"
"1667","0.000335693359375","0.000335693359375","0.000335693359375"
"1669","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1670","0.69140625","0.69140625","0.69140625"
"1671","0.0181884765625","0.0181884765625","0.0181884765625"
"1672","0.69140625","0.69140625","0.69140625"
"1673","6","6","6"
"1674","8","8","8"
"1675","8","8","8"
"1676","8","8","8"
"1677","0.000006139278411865234","0.000006139278411865234","0.000006139278411865234"
"1678","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1679","0.0181884765625","0.0181884765625","0.0181884765625"
"1680","6","6","6"
"1681","0.000335693359375","0.000335693359375","0.000335693359375"
"1682","0.000335693359375","0.000335693359375","0.000335693359375"
"1683","8","8","8"
"1684","0.000335693359375","0.000335693359375","0.000335693359375"
"1685","0.69140625","0.69140625","0.69140625"
"1686","0.000335693359375","0.000335693359375","0.000335693359375"
"1688","0.69140625","0.69140625","0.69140625"
"1689","0.000335693359375","0.000335693359375","0.000335693359375"
"1690","8","8","8"
"1691","0.69140625","0.69140625","0.69140625"
"1692","0.000335693359375","0.000335693359375","0.000335693359375"
"1693","0.69140625","0.69140625","0.69140625"
"1694","16","16","16"
"1695","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1696","0.000335693359375","0.000335693359375","0.000335693359375"
"1697","0.69140625","0.69140625","0.69140625"
"1698","0.69140625","0.69140625","0.69140625"
"1700","8","8","8"
"1701","0.0181884765625","0.0181884765625","0.0181884765625"
"1702","8","8","8"
"1703","0.0181884765625","0.0181884765625","0.0181884765625"
"1704","8","8","8"
"1705","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1706","0.69140625","0.69140625","0.69140625"
"1707","0.69140625","0.69140625","0.69140625"
"1709","0.000335693359375","0.000335693359375","0.000335693359375"
"1710","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1711","0.000335693359375","0.000335693359375","0.000335693359375"
"1712","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1713","0.69140625","0.69140625","0.69140625"
"1714","0.69140625","0.69140625","0.69140625"
"1715","0.000335693359375","0.000335693359375","0.000335693359375"
"1716","0.69140625","0.69140625","0.69140625"
"1717","0.69140625","0.69140625","0.69140625"
"1718","4.03125","4.03125","4.03125"
"1719","0.69140625","0.69140625","0.69140625"
"1720","0.69140625","0.69140625","0.69140625"
"1721","0.69140625","0.69140625","0.69140625"
"1722","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1723","0.000335693359375","0.000335693359375","0.000335693359375"
"1724","0.000335693359375","0.000335693359375","0.000335693359375"
"1725","16","16","16"
"1726","8","8","8"
"1727","8","8","8"
"1728","0.69140625","0.69140625","0.69140625"
"1729","0.69140625","0.69140625","0.69140625"
"1730","0.002471923828125","0.002471923828125","0.002471923828125"
"1731","0.000335693359375","0.000335693359375","0.000335693359375"
"1732","0.69140625","0.69140625","0.69140625"
"1733","0.69140625","0.69140625","0.69140625"
"1734","0.69140625","0.69140625","0.69140625"
"1735","0.69140625","0.69140625","0.69140625"
"1736","0.69140625","0.69140625","0.69140625"
"1737","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1738","8","8","8"
"1740","0.69140625","0.69140625","0.69140625"
"1741","0.000335693359375","0.000335693359375","0.000335693359375"
"1742","0.69140625","0.69140625","0.69140625"
"1743","0.69140625","0.69140625","0.69140625"
"1744","0.69140625","0.69140625","0.69140625"
"1746","0.0181884765625","0.0181884765625","0.0181884765625"
"1747","0.69140625","0.69140625","0.69140625"
"1748","4.03125","4.03125","4.03125"
"1749","0.000335693359375","0.000335693359375","0.000335693359375"
"1750","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1751","0.69140625","0.69140625","0.69140625"
"1752","0.69140625","0.69140625","0.69140625"
"1753","0.69140625","0.69140625","0.69140625"
"1754","0.69140625","0.69140625","0.69140625"
"1755","16","16","16"
"1756","0.69140625","0.69140625","0.69140625"
"1757","0.000335693359375","0.000335693359375","0.000335693359375"
"1758","0.69140625","0.69140625","0.69140625"
"1759","0.69140625","0.69140625","0.69140625"
"1760","0.69140625","0.69140625","0.69140625"
"1761","8","8","8"
"1762","0.69140625","0.69140625","0.69140625"
"1763","0.69140625","0.69140625","0.69140625"
"1765","0.69140625","0.69140625","0.69140625"
"1767","0.69140625","0.69140625","0.69140625"
"1768","0.69140625","0.69140625","0.69140625"
"1769","8","8","8"
"1770","0.69140625","0.69140625","0.69140625"
"1771","0.69140625","0.69140625","0.69140625"
"1772","16","16","16"
"1773","32","32","32"
"1774","0.0181884765625","0.0181884765625","0.0181884765625"
"1775","0.000335693359375","0.000335693359375","0.000335693359375"
"1776","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1777","0.000335693359375","0.000335693359375","0.000335693359375"
"1778","0.0181884765625","0.0181884765625","0.0181884765625"
"1779","8","8","8"
"1780","0.69140625","0.69140625","0.69140625"
"1781","0.000335693359375","0.000335693359375","0.000335693359375"
"1782","0.69140625","0.69140625","0.69140625"
"1783","0.69140625","0.69140625","0.69140625"
"1785","0.69140625","0.69140625","0.69140625"
"1786","0.69140625","0.69140625","0.69140625"
"1787","0.69140625","0.69140625","0.69140625"
"1788","0.69140625","0.69140625","0.69140625"
"1790","0.69140625","0.69140625","0.69140625"
"1791","0.69140625","0.69140625","0.69140625"
"1792","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1793","0.69140625","0.69140625","0.69140625"
"1794","0.69140625","0.69140625","0.69140625"
"1795","0.69140625","0.69140625","0.69140625"
"1796","0.0181884765625","0.0181884765625","0.0181884765625"
"1797","0.69140625","0.69140625","0.69140625"
"1798","0.69140625","0.69140625","0.69140625"
"1799","0.69140625","0.69140625","0.69140625"
"1800","0.69140625","0.69140625","0.69140625"
"1801","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1802","8","8","8"
"1803","0.69140625","0.69140625","0.69140625"
"1804","0.69140625","0.69140625","0.69140625"
"1805","0.69140625","0.69140625","0.69140625"
"1806","0.69140625","0.69140625","0.69140625"
"1807","16","16","16"
"1808","2.125","2.125","2.125"
"1809","8","8","8"
"1810","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1811","0.69140625","0.69140625","0.69140625"
"1812","16","16","16"
"1813","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"1814","0.69140625","0.69140625","0.69140625"
"1815","0.69140625","0.69140625","0.69140625"
"1816","0.69140625","0.69140625","0.69140625"
"1817","0.69140625","0.69140625","0.69140625"
"1819","0.69140625","0.69140625","0.69140625"
"1820","0.000335693359375","0.000335693359375","0.000335693359375"
"1821","0.000335693359375","0.000335693359375","0.000335693359375"
"1822","0.69140625","0.69140625","0.69140625"
"1823","0.69140625","0.69140625","0.69140625"
"1824","0.69140625","0.69140625","0.69140625"
"1825","0.69140625","0.69140625","0.69140625"
"1826","0.69140625","0.69140625","0.69140625"
"1827","0.69140625","0.69140625","0.69140625"
"1828","2.125","2.125","2.125"
"1829","0.69140625","0.69140625","0.69140625"
"1830","0.69140625","0.69140625","0.69140625"
"1831","16","16","16"
"1832","16","16","16"
"1833","0.69140625","0.69140625","0.69140625"
"1834","0.69140625","0.69140625","0.69140625"
"1835","0.69140625","0.69140625","0.69140625"
"1836","0.69140625","0.69140625","0.69140625"
"1837","0.69140625","0.69140625","0.69140625"
"1838","0.69140625","0.69140625","0.69140625"
"1839","0.69140625","0.69140625","0.69140625"
"1840","0.69140625","0.69140625","0.69140625"
"1841","0.69140625","0.69140625","0.69140625"
"1842","1.2656542480726785e-14","1.2656542480726785e-14","1.2656542480726785e-14"
"1843","0.69140625","0.69140625","0.69140625"
"1844","8","8","8"
"1845","0.69140625","0.69140625","0.69140625"
"1846","0.69140625","0.69140625","0.69140625"
"1849","0.69140625","0.69140625","0.69140625"
"1850","0.69140625","0.69140625","0.69140625"
"1851","8","8","8"
"1852","0.69140625","0.69140625","0.69140625"
"1853","0.69140625","0.69140625","0.69140625"
