"Step","run1_v1_b1_200 - loss","run1_v1_b1_200 - loss__MIN","run1_v1_b1_200 - loss__MAX"
"149","0.000006139278411865234","0.000006139278411865234","0.000006139278411865234"
"150","0.69140625","0.69140625","0.69140625"
"152","0.69140625","0.69140625","0.69140625"
"153","8","8","8"
"154","0.000335693359375","0.000335693359375","0.000335693359375"
"155","0.000335693359375","0.000335693359375","0.000335693359375"
"156","0.69140625","0.69140625","0.69140625"
"157","0.69140625","0.69140625","0.69140625"
"158","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"159","8","8","8"
"160","16","16","16"
"161","0.69140625","0.69140625","0.69140625"
"162","0.000335693359375","0.000335693359375","0.000335693359375"
"163","0.000335693359375","0.000335693359375","0.000335693359375"
"164","0.69140625","0.69140625","0.69140625"
"166","0.69140625","0.69140625","0.69140625"
"167","0.000335693359375","0.000335693359375","0.000335693359375"
"168","0.69140625","0.69140625","0.69140625"
"169","6","6","6"
"170","0.69140625","0.69140625","0.69140625"
"171","0.0181884765625","0.0181884765625","0.0181884765625"
"172","4.03125","4.03125","4.03125"
"173","0.69140625","0.69140625","0.69140625"
"174","0.000335693359375","0.000335693359375","0.000335693359375"
"175","0.000335693359375","0.000335693359375","0.000335693359375"
"176","4.03125","4.03125","4.03125"
"177","0.69140625","0.69140625","0.69140625"
"178","0.69140625","0.69140625","0.69140625"
"179","0.000335693359375","0.000335693359375","0.000335693359375"
"180","0.69140625","0.69140625","0.69140625"
"181","0.000335693359375","0.000335693359375","0.000335693359375"
"182","0.000335693359375","0.000335693359375","0.000335693359375"
"183","0.69140625","0.69140625","0.69140625"
"184","0.69140625","0.69140625","0.69140625"
"185","16","16","16"
"187","0.69140625","0.69140625","0.69140625"
"189","4.03125","4.03125","4.03125"
"191","0.126953125","0.126953125","0.126953125"
"192","0.69140625","0.69140625","0.69140625"
"193","0.0181884765625","0.0181884765625","0.0181884765625"
"194","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"195","0.000335693359375","0.000335693359375","0.000335693359375"
"196","8.307397365570068e-7","8.307397365570068e-7","8.307397365570068e-7"
"197","0.69140625","0.69140625","0.69140625"
"198","0.69140625","0.69140625","0.69140625"
"199","4.03125","4.03125","4.03125"
"201","0.69140625","0.69140625","0.69140625"
"202","0.69140625","0.69140625","0.69140625"
"203","0.000335693359375","0.000335693359375","0.000335693359375"
"204","0.69140625","0.69140625","0.69140625"
"205","4.03125","4.03125","4.03125"
"207","24","24","24"
"208","0.000335693359375","0.000335693359375","0.000335693359375"
"209","0.69140625","0.69140625","0.69140625"
"211","0.69140625","0.69140625","0.69140625"
"212","0.69140625","0.69140625","0.69140625"
"213","0.000335693359375","0.000335693359375","0.000335693359375"
"214","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"215","4.03125","4.03125","4.03125"
"216","8","8","8"
"217","16","16","16"
"218","0.000335693359375","0.000335693359375","0.000335693359375"
"219","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"220","0.69140625","0.69140625","0.69140625"
"221","0.69140625","0.69140625","0.69140625"
"222","0.69140625","0.69140625","0.69140625"
"223","8","8","8"
"224","0.69140625","0.69140625","0.69140625"
"225","8","8","8"
"226","0.69140625","0.69140625","0.69140625"
"227","0.69140625","0.69140625","0.69140625"
"228","0.69140625","0.69140625","0.69140625"
"229","8","8","8"
"230","8","8","8"
"231","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"232","0.69140625","0.69140625","0.69140625"
"233","0.69140625","0.69140625","0.69140625"
"234","8","8","8"
"235","32","32","32"
"236","0.69140625","0.69140625","0.69140625"
"237","8","8","8"
"238","0.69140625","0.69140625","0.69140625"
"239","0.69140625","0.69140625","0.69140625"
"240","8","8","8"
"241","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"242","0.000335693359375","0.000335693359375","0.000335693359375"
"243","0.69140625","0.69140625","0.69140625"
"244","32","32","32"
"246","2.125","2.125","2.125"
"247","0.69140625","0.69140625","0.69140625"
"248","0.69140625","0.69140625","0.69140625"
"249","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"250","8","8","8"
"251","8","8","8"
"252","16","16","16"
"253","0.69140625","0.69140625","0.69140625"
"254","0.000335693359375","0.000335693359375","0.000335693359375"
"255","8","8","8"
"256","0.69140625","0.69140625","0.69140625"
"257","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"258","8","8","8"
"259","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"260","0.0181884765625","0.0181884765625","0.0181884765625"
"261","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"263","8","8","8"
"264","0.69140625","0.69140625","0.69140625"
"265","4.03125","4.03125","4.03125"
"267","0.0181884765625","0.0181884765625","0.0181884765625"
"268","8","8","8"
"269","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"270","32","32","32"
"271","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"272","0.69140625","0.69140625","0.69140625"
"273","16","16","16"
"274","0.0181884765625","0.0181884765625","0.0181884765625"
"275","4.03125","4.03125","4.03125"
"276","0.69140625","0.69140625","0.69140625"
"277","0.69140625","0.69140625","0.69140625"
"278","0.69140625","0.69140625","0.69140625"
"279","8","8","8"
"280","8","8","8"
"281","8","8","8"
"282","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"283","0.69140625","0.69140625","0.69140625"
"285","8","8","8"
"286","8","8","8"
"287","0.000006139278411865234","0.000006139278411865234","0.000006139278411865234"
"289","4.03125","4.03125","4.03125"
"290","8","8","8"
"291","0.69140625","0.69140625","0.69140625"
"292","8","8","8"
"293","1.2656542480726785e-14","1.2656542480726785e-14","1.2656542480726785e-14"
"294","4.03125","4.03125","4.03125"
"295","0.69140625","0.69140625","0.69140625"
"296","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"297","8","8","8"
"298","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"299","0.0181884765625","0.0181884765625","0.0181884765625"
"300","0.69140625","0.69140625","0.69140625"
"301","32","32","32"
"302","0.000335693359375","0.000335693359375","0.000335693359375"
"303","0.69140625","0.69140625","0.69140625"
"304","0.69140625","0.69140625","0.69140625"
"305","8","8","8"
"306","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"307","0.69140625","0.69140625","0.69140625"
"308","0.000335693359375","0.000335693359375","0.000335693359375"
"309","0.000335693359375","0.000335693359375","0.000335693359375"
"310","0.69140625","0.69140625","0.69140625"
"311","0.69140625","0.69140625","0.69140625"
"312","0.000335693359375","0.000335693359375","0.000335693359375"
"313","0.69140625","0.69140625","0.69140625"
"314","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"315","0.69140625","0.69140625","0.69140625"
"316","4.03125","4.03125","4.03125"
"317","0.000335693359375","0.000335693359375","0.000335693359375"
"318","3.774403012357652e-11","3.774403012357652e-11","3.774403012357652e-11"
"319","0.000335693359375","0.000335693359375","0.000335693359375"
"320","0.69140625","0.69140625","0.69140625"
"321","0.000335693359375","0.000335693359375","0.000335693359375"
"322","8","8","8"
"323","0.69140625","0.69140625","0.69140625"
"324","0.69140625","0.69140625","0.69140625"
"325","0.0181884765625","0.0181884765625","0.0181884765625"
"326","16","16","16"
"327","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"328","0.000335693359375","0.000335693359375","0.000335693359375"
"329","0.69140625","0.69140625","0.69140625"
"330","8","8","8"
"331","8","8","8"
"332","0.69140625","0.69140625","0.69140625"
"333","1.2656542480726785e-14","1.2656542480726785e-14","1.2656542480726785e-14"
"334","0.000335693359375","0.000335693359375","0.000335693359375"
"335","0.69140625","0.69140625","0.69140625"
"336","4.03125","4.03125","4.03125"
"337","1.2656542480726785e-14","1.2656542480726785e-14","1.2656542480726785e-14"
"338","16","16","16"
"339","0.000006139278411865234","0.000006139278411865234","0.000006139278411865234"
"340","0.69140625","0.69140625","0.69140625"
"341","0.69140625","0.69140625","0.69140625"
"342","8","8","8"
"343","0.69140625","0.69140625","0.69140625"
"344","0.69140625","0.69140625","0.69140625"
"346","16","16","16"
"347","12","12","12"
"348","8","8","8"
"350","0.000335693359375","0.000335693359375","0.000335693359375"
"351","8","8","8"
"352","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"353","0.000335693359375","0.000335693359375","0.000335693359375"
"354","0.69140625","0.69140625","0.69140625"
"355","32","32","32"
"357","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"358","0.69140625","0.69140625","0.69140625"
"359","8","8","8"
"360","0.69140625","0.69140625","0.69140625"
"361","0.000335693359375","0.000335693359375","0.000335693359375"
"362","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"363","0.69140625","0.69140625","0.69140625"
"364","0.69140625","0.69140625","0.69140625"
"365","0.69140625","0.69140625","0.69140625"
"366","8","8","8"
"367","0.0181884765625","0.0181884765625","0.0181884765625"
"369","0.000335693359375","0.000335693359375","0.000335693359375"
"370","0.69140625","0.69140625","0.69140625"
"371","0.69140625","0.69140625","0.69140625"
"372","0.69140625","0.69140625","0.69140625"
"373","8","8","8"
"374","0.69140625","0.69140625","0.69140625"
"375","0.69140625","0.69140625","0.69140625"
"376","8","8","8"
"377","0.69140625","0.69140625","0.69140625"
"378","0.69140625","0.69140625","0.69140625"
"379","0.69140625","0.69140625","0.69140625"
"380","0.69140625","0.69140625","0.69140625"
"381","0.000335693359375","0.000335693359375","0.000335693359375"
"382","4.03125","4.03125","4.03125"
"383","0.69140625","0.69140625","0.69140625"
"384","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"385","8","8","8"
"386","8","8","8"
"387","0.69140625","0.69140625","0.69140625"
"388","0.000335693359375","0.000335693359375","0.000335693359375"
"389","8","8","8"
"390","0.69140625","0.69140625","0.69140625"
"391","0.69140625","0.69140625","0.69140625"
"392","0.000335693359375","0.000335693359375","0.000335693359375"
"393","0.69140625","0.69140625","0.69140625"
"394","0.69140625","0.69140625","0.69140625"
"395","0.69140625","0.69140625","0.69140625"
"396","0.69140625","0.69140625","0.69140625"
"397","0.69140625","0.69140625","0.69140625"
"398","0.69140625","0.69140625","0.69140625"
"399","0.000335693359375","0.000335693359375","0.000335693359375"
"400","0.69140625","0.69140625","0.69140625"
"401","8","8","8"
"402","0.69140625","0.69140625","0.69140625"
"403","0.69140625","0.69140625","0.69140625"
"404","0.000335693359375","0.000335693359375","0.000335693359375"
"405","4.03125","4.03125","4.03125"
"406","0.69140625","0.69140625","0.69140625"
"407","8","8","8"
"408","0.69140625","0.69140625","0.69140625"
"409","0.69140625","0.69140625","0.69140625"
"410","0.69140625","0.69140625","0.69140625"
"411","4.03125","4.03125","4.03125"
"412","0.69140625","0.69140625","0.69140625"
"413","0.69140625","0.69140625","0.69140625"
"414","0.69140625","0.69140625","0.69140625"
"415","0.000335693359375","0.000335693359375","0.000335693359375"
"416","0.002471923828125","0.002471923828125","0.002471923828125"
"417","0.69140625","0.69140625","0.69140625"
"418","0.69140625","0.69140625","0.69140625"
"419","4.03125","4.03125","4.03125"
"420","4.03125","4.03125","4.03125"
"421","0.69140625","0.69140625","0.69140625"
"422","0.000335693359375","0.000335693359375","0.000335693359375"
"423","0.000335693359375","0.000335693359375","0.000335693359375"
"424","8","8","8"
"425","3.774403012357652e-11","3.774403012357652e-11","3.774403012357652e-11"
"426","8","8","8"
"427","16","16","16"
"428","16","16","16"
"429","16","16","16"
"430","0.000335693359375","0.000335693359375","0.000335693359375"
"431","0.69140625","0.69140625","0.69140625"
"432","8.307397365570068e-7","8.307397365570068e-7","8.307397365570068e-7"
"433","0.69140625","0.69140625","0.69140625"
"434","0.000335693359375","0.000335693359375","0.000335693359375"
"435","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"438","0.69140625","0.69140625","0.69140625"
"439","0.000335693359375","0.000335693359375","0.000335693359375"
"440","0.126953125","0.126953125","0.126953125"
"441","0.69140625","0.69140625","0.69140625"
"442","0.0181884765625","0.0181884765625","0.0181884765625"
"443","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"444","0.69140625","0.69140625","0.69140625"
"445","24","24","24"
"446","3.774403012357652e-11","3.774403012357652e-11","3.774403012357652e-11"
"447","0.69140625","0.69140625","0.69140625"
"448","0.000335693359375","0.000335693359375","0.000335693359375"
"449","0.69140625","0.69140625","0.69140625"
"450","0.69140625","0.69140625","0.69140625"
"451","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"452","0.000335693359375","0.000335693359375","0.000335693359375"
"453","0.69140625","0.69140625","0.69140625"
"454","0.69140625","0.69140625","0.69140625"
"455","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"456","4.03125","4.03125","4.03125"
"457","8","8","8"
"458","8","8","8"
"459","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"460","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"461","0.69140625","0.69140625","0.69140625"
"462","8","8","8"
"463","0.69140625","0.69140625","0.69140625"
"464","8","8","8"
"465","0.000335693359375","0.000335693359375","0.000335693359375"
"466","0.000335693359375","0.000335693359375","0.000335693359375"
"467","0.000335693359375","0.000335693359375","0.000335693359375"
"468","0.69140625","0.69140625","0.69140625"
"469","0.69140625","0.69140625","0.69140625"
"470","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"471","0.69140625","0.69140625","0.69140625"
"472","8","8","8"
"473","0.0181884765625","0.0181884765625","0.0181884765625"
"474","8","8","8"
"476","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"477","0.69140625","0.69140625","0.69140625"
"478","0.69140625","0.69140625","0.69140625"
"479","0.69140625","0.69140625","0.69140625"
"480","0.000335693359375","0.000335693359375","0.000335693359375"
"481","0.69140625","0.69140625","0.69140625"
"482","0.69140625","0.69140625","0.69140625"
"483","0.000335693359375","0.000335693359375","0.000335693359375"
"484","0.69140625","0.69140625","0.69140625"
"485","0.69140625","0.69140625","0.69140625"
"486","0.0181884765625","0.0181884765625","0.0181884765625"
"487","0.000335693359375","0.000335693359375","0.000335693359375"
"488","0.69140625","0.69140625","0.69140625"
"489","0.69140625","0.69140625","0.69140625"
"490","0.69140625","0.69140625","0.69140625"
"491","0.0181884765625","0.0181884765625","0.0181884765625"
"492","0.69140625","0.69140625","0.69140625"
"493","8","8","8"
"494","0.69140625","0.69140625","0.69140625"
"495","8","8","8"
"496","0.69140625","0.69140625","0.69140625"
"497","0.69140625","0.69140625","0.69140625"
"498","0.000335693359375","0.000335693359375","0.000335693359375"
"499","0.69140625","0.69140625","0.69140625"
"500","0.69140625","0.69140625","0.69140625"
"501","0.69140625","0.69140625","0.69140625"
"502","0.69140625","0.69140625","0.69140625"
"503","0.0181884765625","0.0181884765625","0.0181884765625"
"504","0.69140625","0.69140625","0.69140625"
"505","16","16","16"
"507","0.69140625","0.69140625","0.69140625"
"508","0.69140625","0.69140625","0.69140625"
"509","0.69140625","0.69140625","0.69140625"
"510","4.03125","4.03125","4.03125"
"511","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"512","0.69140625","0.69140625","0.69140625"
"513","0.000335693359375","0.000335693359375","0.000335693359375"
"514","0.69140625","0.69140625","0.69140625"
"515","0.0181884765625","0.0181884765625","0.0181884765625"
"516","8","8","8"
"518","8","8","8"
"519","0.69140625","0.69140625","0.69140625"
"520","0.69140625","0.69140625","0.69140625"
"521","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"522","0.0181884765625","0.0181884765625","0.0181884765625"
"523","0.69140625","0.69140625","0.69140625"
"524","8","8","8"
"525","16","16","16"
"526","0.69140625","0.69140625","0.69140625"
"527","0.69140625","0.69140625","0.69140625"
"528","2.125","2.125","2.125"
"529","0.69140625","0.69140625","0.69140625"
"530","0.0181884765625","0.0181884765625","0.0181884765625"
"531","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"532","0.69140625","0.69140625","0.69140625"
"533","16","16","16"
"534","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"535","0.69140625","0.69140625","0.69140625"
"536","0.69140625","0.69140625","0.69140625"
"537","0.002471923828125","0.002471923828125","0.002471923828125"
"538","0.69140625","0.69140625","0.69140625"
"539","0.69140625","0.69140625","0.69140625"
"540","16","16","16"
"541","0.000335693359375","0.000335693359375","0.000335693359375"
"542","0.69140625","0.69140625","0.69140625"
"543","0.000335693359375","0.000335693359375","0.000335693359375"
"544","0.002471923828125","0.002471923828125","0.002471923828125"
"546","0.69140625","0.69140625","0.69140625"
"547","0.69140625","0.69140625","0.69140625"
"548","0.69140625","0.69140625","0.69140625"
"549","0.69140625","0.69140625","0.69140625"
"550","0.69140625","0.69140625","0.69140625"
"551","0.69140625","0.69140625","0.69140625"
"552","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"553","0.69140625","0.69140625","0.69140625"
"554","0.69140625","0.69140625","0.69140625"
"555","0.000335693359375","0.000335693359375","0.000335693359375"
"556","16","16","16"
"558","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"559","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"560","0.69140625","0.69140625","0.69140625"
"561","0.000335693359375","0.000335693359375","0.000335693359375"
"562","0.69140625","0.69140625","0.69140625"
"563","0.000335693359375","0.000335693359375","0.000335693359375"
"564","0.000335693359375","0.000335693359375","0.000335693359375"
"565","0.69140625","0.69140625","0.69140625"
"566","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"567","0.0181884765625","0.0181884765625","0.0181884765625"
"569","0.69140625","0.69140625","0.69140625"
"572","0.69140625","0.69140625","0.69140625"
"573","0.69140625","0.69140625","0.69140625"
"574","0.000335693359375","0.000335693359375","0.000335693359375"
"575","0.69140625","0.69140625","0.69140625"
"576","0.69140625","0.69140625","0.69140625"
"577","0.000335693359375","0.000335693359375","0.000335693359375"
"578","0.000335693359375","0.000335693359375","0.000335693359375"
"579","16","16","16"
"580","8","8","8"
"581","0.69140625","0.69140625","0.69140625"
"582","0.69140625","0.69140625","0.69140625"
"583","16","16","16"
"584","0.69140625","0.69140625","0.69140625"
"585","0.69140625","0.69140625","0.69140625"
"586","8","8","8"
"587","0.69140625","0.69140625","0.69140625"
"588","0.0181884765625","0.0181884765625","0.0181884765625"
"589","8","8","8"
"590","0.0181884765625","0.0181884765625","0.0181884765625"
"591","8","8","8"
"592","0.000335693359375","0.000335693359375","0.000335693359375"
"593","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"594","0.126953125","0.126953125","0.126953125"
"595","0.000335693359375","0.000335693359375","0.000335693359375"
"596","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"597","0.69140625","0.69140625","0.69140625"
"598","0.69140625","0.69140625","0.69140625"
"599","32","32","32"
"601","0.69140625","0.69140625","0.69140625"
"602","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"603","0.69140625","0.69140625","0.69140625"
"604","0.69140625","0.69140625","0.69140625"
"605","0.69140625","0.69140625","0.69140625"
"606","0.000335693359375","0.000335693359375","0.000335693359375"
"607","0.69140625","0.69140625","0.69140625"
"608","0.000335693359375","0.000335693359375","0.000335693359375"
"609","0.69140625","0.69140625","0.69140625"
"610","0.69140625","0.69140625","0.69140625"
"611","0.69140625","0.69140625","0.69140625"
"612","0.000335693359375","0.000335693359375","0.000335693359375"
"613","8","8","8"
"614","8","8","8"
"615","0.69140625","0.69140625","0.69140625"
"616","0.126953125","0.126953125","0.126953125"
"618","8","8","8"
"619","0.69140625","0.69140625","0.69140625"
"620","1.2656542480726785e-14","1.2656542480726785e-14","1.2656542480726785e-14"
"621","8","8","8"
"622","0.000335693359375","0.000335693359375","0.000335693359375"
"623","8","8","8"
"624","0.69140625","0.69140625","0.69140625"
"625","0.69140625","0.69140625","0.69140625"
"626","0.69140625","0.69140625","0.69140625"
"627","4.03125","4.03125","4.03125"
"628","0.69140625","0.69140625","0.69140625"
"629","0.69140625","0.69140625","0.69140625"
"630","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"631","8","8","8"
"632","8","8","8"
"633","0.69140625","0.69140625","0.69140625"
"634","0.69140625","0.69140625","0.69140625"
"635","0.0181884765625","0.0181884765625","0.0181884765625"
"636","0.0181884765625","0.0181884765625","0.0181884765625"
"637","0.69140625","0.69140625","0.69140625"
"638","0.69140625","0.69140625","0.69140625"
"639","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"640","8","8","8"
"641","8","8","8"
"642","0.000006139278411865234","0.000006139278411865234","0.000006139278411865234"
"643","0.69140625","0.69140625","0.69140625"
"644","0.000335693359375","0.000335693359375","0.000335693359375"
"645","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"646","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"647","16","16","16"
"648","8","8","8"
"649","1.126900315284729e-7","1.126900315284729e-7","1.126900315284729e-7"
"650","0.69140625","0.69140625","0.69140625"
"651","16","16","16"
"652","0.000335693359375","0.000335693359375","0.000335693359375"
"653","0.69140625","0.69140625","0.69140625"
"654","16","16","16"
